x,custom,boost,derivation
4.3360000000,-0.3546166716,-0.3546166716,0.1832983440
4.3370000000,-0.3544332172,-0.3544332172,0.1836105646
4.3380000000,-0.3542494507,-0.3542494507,0.1839225394
4.3390000000,-0.3540653723,-0.3540653723,0.1842342682
4.3400000000,-0.3538809824,-0.3538809824,0.1845457507
4.3410000000,-0.3536962811,-0.3536962811,0.1848569867
4.3420000000,-0.3535112686,-0.3535112686,0.1851679761
4.3430000000,-0.3533259453,-0.3533259453,0.1854787184
4.3440000000,-0.3531403114,-0.3531403114,0.1857892137
4.3450000000,-0.3529543672,-0.3529543672,0.1860994615
4.3460000000,-0.3527681128,-0.3527681128,0.1864094617
4.3470000000,-0.3525815485,-0.3525815485,0.1867192141
4.3480000000,-0.3523946746,-0.3523946746,0.1870287184
4.3490000000,-0.3522074913,-0.3522074913,0.1873379744
4.3500000000,-0.3520199989,-0.3520199989,0.1876469819
4.3510000000,-0.3518321976,-0.3518321976,0.1879557406
4.3520000000,-0.3516440876,-0.3516440876,0.1882642504
4.3530000000,-0.3514556693,-0.3514556693,0.1885725111
4.3540000000,-0.3512669429,-0.3512669429,0.1888805223
4.3550000000,-0.3510779085,-0.3510779085,0.1891882839
4.3560000000,-0.3508885665,-0.3508885665,0.1894957956
4.3570000000,-0.3506989172,-0.3506989172,0.1898030573
4.3580000000,-0.3505089607,-0.3505089607,0.1901100687
4.3590000000,-0.3503186973,-0.3503186973,0.1904168295
4.3600000000,-0.3501281273,-0.3501281273,0.1907233396
4.3610000000,-0.3499372509,-0.3499372509,0.1910295988
4.3620000000,-0.3497460683,-0.3497460683,0.1913356067
4.3630000000,-0.3495545799,-0.3495545799,0.1916413633
4.3640000000,-0.3493627859,-0.3493627859,0.1919468683
4.3650000000,-0.3491706864,-0.3491706864,0.1922521214
4.3660000000,-0.3489782819,-0.3489782819,0.1925571224
4.3670000000,-0.3487855724,-0.3487855724,0.1928618712
4.3680000000,-0.3485925584,-0.3485925584,0.1931663674
4.3690000000,-0.3483992400,-0.3483992400,0.1934706110
4.3700000000,-0.3482056174,-0.3482056174,0.1937746016
4.3710000000,-0.3480116910,-0.3480116910,0.1940783390
4.3720000000,-0.3478174610,-0.3478174610,0.1943818231
4.3730000000,-0.3476229277,-0.3476229277,0.1946850535
4.3740000000,-0.3474280912,-0.3474280912,0.1949880302
4.3750000000,-0.3472329519,-0.3472329519,0.1952907528
4.3760000000,-0.3470375099,-0.3470375099,0.1955932212
4.3770000000,-0.3468417657,-0.3468417657,0.1958954350
4.3780000000,-0.3466457193,-0.3466457193,0.1961973943
4.3790000000,-0.3464493712,-0.3464493712,0.1964990986
4.3800000000,-0.3462527214,-0.3462527214,0.1968005478
4.3810000000,-0.3460557703,-0.3460557703,0.1971017416
4.3820000000,-0.3458585182,-0.3458585182,0.1974026799
4.3830000000,-0.3456609653,-0.3456609653,0.1977033625
4.3840000000,-0.3454631118,-0.3454631118,0.1980037890
4.3850000000,-0.3452649580,-0.3452649580,0.1983039594
4.3860000000,-0.3450665041,-0.3450665041,0.1986038733
4.3870000000,-0.3448677505,-0.3448677505,0.1989035306
4.3880000000,-0.3446686973,-0.3446686973,0.1992029311
4.3890000000,-0.3444693449,-0.3444693449,0.1995020745
4.3900000000,-0.3442696935,-0.3442696935,0.1998009607
4.3910000000,-0.3440697433,-0.3440697433,0.2000995893
4.3920000000,-0.3438694946,-0.3438694946,0.2003979603
4.3930000000,-0.3436689476,-0.3436689476,0.2006960733
4.3940000000,-0.3434681027,-0.3434681027,0.2009939283
4.3950000000,-0.3432669601,-0.3432669601,0.2012915248
4.3960000000,-0.3430655200,-0.3430655200,0.2015888629
4.3970000000,-0.3428637826,-0.3428637826,0.2018859421
4.3980000000,-0.3426617484,-0.3426617484,0.2021827624
4.3990000000,-0.3424594174,-0.3424594174,0.2024793235
4.4000000000,-0.3422567900,-0.3422567900,0.2027756253
4.4010000000,-0.3420538664,-0.3420538664,0.2030716673
4.4020000000,-0.3418506470,-0.3418506470,0.2033674496
4.4030000000,-0.3416471318,-0.3416471318,0.2036629719
4.4040000000,-0.3414433213,-0.3414433213,0.2039582339
4.4050000000,-0.3412392157,-0.3412392157,0.2042532354
4.4060000000,-0.3410348151,-0.3410348151,0.2045479763
4.4070000000,-0.3408301200,-0.3408301200,0.2048424563
4.4080000000,-0.3406251305,-0.3406251305,0.2051366752
4.4090000000,-0.3404198470,-0.3404198470,0.2054306328
4.4100000000,-0.3402142696,-0.3402142696,0.2057243289
4.4110000000,-0.3400083986,-0.3400083986,0.2060177634
4.4120000000,-0.3398022343,-0.3398022343,0.2063109358
4.4130000000,-0.3395957770,-0.3395957770,0.2066038462
4.4140000000,-0.3393890270,-0.3393890270,0.2068964942
4.4150000000,-0.3391819844,-0.3391819844,0.2071888797
4.4160000000,-0.3389746495,-0.3389746495,0.2074810024
4.4170000000,-0.3387670227,-0.3387670227,0.2077728622
4.4180000000,-0.3385591041,-0.3385591041,0.2080644588
4.4190000000,-0.3383508941,-0.3383508941,0.2083557920
4.4200000000,-0.3381423928,-0.3381423928,0.2086468617
4.4210000000,-0.3379336007,-0.3379336007,0.2089376675
4.4220000000,-0.3377245178,-0.3377245178,0.2092282094
4.4230000000,-0.3375151446,-0.3375151446,0.2095184870
4.4240000000,-0.3373054812,-0.3373054812,0.2098085003
4.4250000000,-0.3370955279,-0.3370955279,0.2100982490
4.4260000000,-0.3368852850,-0.3368852850,0.2103877328
4.4270000000,-0.3366747527,-0.3366747527,0.2106769516
4.4280000000,-0.3364639314,-0.3364639314,0.2109659052
4.4290000000,-0.3362528212,-0.3362528212,0.2112545933
4.4300000000,-0.3360414225,-0.3360414225,0.2115430159
4.4310000000,-0.3358297355,-0.3358297355,0.2118311725
4.4320000000,-0.3356177605,-0.3356177605,0.2121190632
4.4330000000,-0.3354054977,-0.3354054977,0.2124066876
4.4340000000,-0.3351929475,-0.3351929475,0.2126940455
4.4350000000,-0.3349801100,-0.3349801100,0.2129811368
4.4360000000,-0.3347669855,-0.3347669855,0.2132679613
4.4370000000,-0.3345535744,-0.3345535744,0.2135545187
4.4380000000,-0.3343398768,-0.3343398768,0.2138408088
4.4390000000,-0.3341258931,-0.3341258931,0.2141268315
4.4400000000,-0.3339116235,-0.3339116235,0.2144125865
4.4410000000,-0.3336970683,-0.3336970683,0.2146980737
4.4420000000,-0.3334822277,-0.3334822277,0.2149832928
4.4430000000,-0.3332671020,-0.3332671020,0.2152682436
4.4440000000,-0.3330516916,-0.3330516916,0.2155529259
4.4450000000,-0.3328359965,-0.3328359965,0.2158373396
4.4460000000,-0.3326200172,-0.3326200172,0.2161214845
4.4470000000,-0.3324037539,-0.3324037539,0.2164053602
4.4480000000,-0.3321872069,-0.3321872069,0.2166889667
4.4490000000,-0.3319703763,-0.3319703763,0.2169723038
4.4500000000,-0.3317532626,-0.3317532626,0.2172553711
4.4510000000,-0.3315358659,-0.3315358659,0.2175381686
4.4520000000,-0.3313181866,-0.3313181866,0.2178206961
4.4530000000,-0.3311002249,-0.3311002249,0.2181029533
4.4540000000,-0.3308819811,-0.3308819811,0.2183849400
4.4550000000,-0.3306634554,-0.3306634554,0.2186666561
4.4560000000,-0.3304446481,-0.3304446481,0.2189481013
4.4570000000,-0.3302255595,-0.3302255595,0.2192292755
4.4580000000,-0.3300061899,-0.3300061899,0.2195101785
4.4590000000,-0.3297865395,-0.3297865395,0.2197908100
4.4600000000,-0.3295666087,-0.3295666087,0.2200711698
4.4610000000,-0.3293463976,-0.3293463976,0.2203512578
4.4620000000,-0.3291259065,-0.3291259065,0.2206310738
4.4630000000,-0.3289051358,-0.3289051358,0.2209106176
4.4640000000,-0.3286840856,-0.3286840856,0.2211898889
4.4650000000,-0.3284627564,-0.3284627564,0.2214688877
4.4660000000,-0.3282411482,-0.3282411482,0.2217476136
4.4670000000,-0.3280192615,-0.3280192615,0.2220260665
4.4680000000,-0.3277970965,-0.3277970965,0.2223042462
4.4690000000,-0.3275746534,-0.3275746534,0.2225821525
4.4700000000,-0.3273519326,-0.3273519326,0.2228597852
4.4710000000,-0.3271289342,-0.3271289342,0.2231371442
4.4720000000,-0.3269056586,-0.3269056586,0.2234142291
4.4730000000,-0.3266821061,-0.3266821061,0.2236910399
4.4740000000,-0.3264582769,-0.3264582769,0.2239675763
4.4750000000,-0.3262341714,-0.3262341714,0.2242438382
4.4760000000,-0.3260097897,-0.3260097897,0.2245198254
4.4770000000,-0.3257851321,-0.3257851321,0.2247955376
4.4780000000,-0.3255601990,-0.3255601990,0.2250709746
4.4790000000,-0.3253349905,-0.3253349905,0.2253461364
4.4800000000,-0.3251095071,-0.3251095071,0.2256210226
4.4810000000,-0.3248837489,-0.3248837489,0.2258956331
4.4820000000,-0.3246577162,-0.3246577162,0.2261699677
4.4830000000,-0.3244314094,-0.3244314094,0.2264440263
4.4840000000,-0.3242048286,-0.3242048286,0.2267178086
4.4850000000,-0.3239779741,-0.3239779741,0.2269913144
4.4860000000,-0.3237508463,-0.3237508463,0.2272645435
4.4870000000,-0.3235234454,-0.3235234454,0.2275374958
4.4880000000,-0.3232957717,-0.3232957717,0.2278101711
4.4890000000,-0.3230678255,-0.3230678255,0.2280825691
4.4900000000,-0.3228396070,-0.3228396070,0.2283546898
4.4910000000,-0.3226111165,-0.3226111165,0.2286265328
4.4920000000,-0.3223823544,-0.3223823544,0.2288980981
4.4930000000,-0.3221533208,-0.3221533208,0.2291693854
4.4940000000,-0.3219240160,-0.3219240160,0.2294403945
4.4950000000,-0.3216944404,-0.3216944404,0.2297111252
4.4960000000,-0.3214645942,-0.3214645942,0.2299815775
4.4970000000,-0.3212344776,-0.3212344776,0.2302517510
4.4980000000,-0.3210040911,-0.3210040911,0.2305216456
4.4990000000,-0.3207734348,-0.3207734348,0.2307912611
4.5000000000,-0.3205425090,-0.3205425090,0.2310605973
4.5010000000,-0.3203113140,-0.3203113140,0.2313296541
4.5020000000,-0.3200798501,-0.3200798501,0.2315984311
4.5030000000,-0.3198481176,-0.3198481176,0.2318669284
4.5040000000,-0.3196161167,-0.3196161167,0.2321351456
4.5050000000,-0.3193838477,-0.3193838477,0.2324030827
4.5060000000,-0.3191513109,-0.3191513109,0.2326707393
4.5070000000,-0.3189185067,-0.3189185067,0.2329381154
4.5080000000,-0.3186854351,-0.3186854351,0.2332052107
4.5090000000,-0.3184520967,-0.3184520967,0.2334720250
4.5100000000,-0.3182184915,-0.3182184915,0.2337385582
4.5110000000,-0.3179846200,-0.3179846200,0.2340048102
4.5120000000,-0.3177504824,-0.3177504824,0.2342707806
4.5130000000,-0.3175160789,-0.3175160789,0.2345364693
4.5140000000,-0.3172814099,-0.3172814099,0.2348018762
4.5150000000,-0.3170464756,-0.3170464756,0.2350670011
4.5160000000,-0.3168112763,-0.3168112763,0.2353318437
4.5170000000,-0.3165758123,-0.3165758123,0.2355964039
4.5180000000,-0.3163400840,-0.3163400840,0.2358606816
4.5190000000,-0.3161040914,-0.3161040914,0.2361246764
4.5200000000,-0.3158678351,-0.3158678351,0.2363883884
4.5210000000,-0.3156313151,-0.3156313151,0.2366518172
4.5220000000,-0.3153945319,-0.3153945319,0.2369149627
4.5230000000,-0.3151574856,-0.3151574856,0.2371778247
4.5240000000,-0.3149201767,-0.3149201767,0.2374404031
4.5250000000,-0.3146826053,-0.3146826053,0.2377026976
4.5260000000,-0.3144447718,-0.3144447718,0.2379647080
4.5270000000,-0.3142066764,-0.3142066764,0.2382264343
4.5280000000,-0.3139683194,-0.3139683194,0.2384878762
4.5290000000,-0.3137297011,-0.3137297011,0.2387490335
4.5300000000,-0.3134908218,-0.3134908218,0.2390099061
4.5310000000,-0.3132516817,-0.3132516817,0.2392704938
4.5320000000,-0.3130122813,-0.3130122813,0.2395307964
4.5330000000,-0.3127726206,-0.3127726206,0.2397908138
4.5340000000,-0.3125327001,-0.3125327001,0.2400505456
4.5350000000,-0.3122925200,-0.3122925200,0.2403099919
4.5360000000,-0.3120520806,-0.3120520806,0.2405691523
4.5370000000,-0.3118113822,-0.3118113822,0.2408280268
4.5380000000,-0.3115704250,-0.3115704250,0.2410866152
4.5390000000,-0.3113292095,-0.3113292095,0.2413449172
4.5400000000,-0.3110877357,-0.3110877357,0.2416029327
4.5410000000,-0.3108460041,-0.3108460041,0.2418606615
4.5420000000,-0.3106040149,-0.3106040149,0.2421181035
4.5430000000,-0.3103617684,-0.3103617684,0.2423752584
4.5440000000,-0.3101192649,-0.3101192649,0.2426321261
4.5450000000,-0.3098765046,-0.3098765046,0.2428887065
4.5460000000,-0.3096334880,-0.3096334880,0.2431449993
4.5470000000,-0.3093902151,-0.3093902151,0.2434010044
4.5480000000,-0.3091466864,-0.3091466864,0.2436567217
4.5490000000,-0.3089029022,-0.3089029022,0.2439121508
4.5500000000,-0.3086588627,-0.3086588627,0.2441672917
4.5510000000,-0.3084145681,-0.3084145681,0.2444221442
4.5520000000,-0.3081700189,-0.3081700189,0.2446767081
4.5530000000,-0.3079252152,-0.3079252152,0.2449309833
4.5540000000,-0.3076801574,-0.3076801574,0.2451849695
4.5550000000,-0.3074348458,-0.3074348458,0.2454386666
4.5560000000,-0.3071892806,-0.3071892806,0.2456920745
4.5570000000,-0.3069434622,-0.3069434622,0.2459451929
4.5580000000,-0.3066973908,-0.3066973908,0.2461980217
4.5590000000,-0.3064510667,-0.3064510667,0.2464505607
4.5600000000,-0.3062044902,-0.3062044902,0.2467028098
4.5610000000,-0.3059576616,-0.3059576616,0.2469547687
4.5620000000,-0.3057105812,-0.3057105812,0.2472064374
4.5630000000,-0.3054632492,-0.3054632492,0.2474578156
4.5640000000,-0.3052156661,-0.3052156661,0.2477089032
4.5650000000,-0.3049678320,-0.3049678320,0.2479597000
4.5660000000,-0.3047197472,-0.3047197472,0.2482102058
4.5670000000,-0.3044714121,-0.3044714121,0.2484604205
4.5680000000,-0.3042228269,-0.3042228269,0.2487103439
4.5690000000,-0.3039739920,-0.3039739920,0.2489599758
4.5700000000,-0.3037249075,-0.3037249075,0.2492093161
4.5710000000,-0.3034755739,-0.3034755739,0.2494583646
4.5720000000,-0.3032259914,-0.3032259914,0.2497071212
4.5730000000,-0.3029761602,-0.3029761602,0.2499555856
4.5740000000,-0.3027260808,-0.3027260808,0.2502037577
4.5750000000,-0.3024757533,-0.3024757533,0.2504516373
4.5760000000,-0.3022251780,-0.3022251780,0.2506992243
4.5770000000,-0.3019743554,-0.3019743554,0.2509465185
4.5780000000,-0.3017232856,-0.3017232856,0.2511935198
4.5790000000,-0.3014719689,-0.3014719689,0.2514402279
4.5800000000,-0.3012204057,-0.3012204057,0.2516866427
4.5810000000,-0.3009685962,-0.3009685962,0.2519327641
4.5820000000,-0.3007165407,-0.3007165407,0.2521785919
4.5830000000,-0.3004642396,-0.3004642396,0.2524241258
4.5840000000,-0.3002116931,-0.3002116931,0.2526693659
4.5850000000,-0.2999589015,-0.2999589015,0.2529143118
4.5860000000,-0.2997058650,-0.2997058650,0.2531589635
4.5870000000,-0.2994525841,-0.2994525841,0.2534033207
4.5880000000,-0.2991990590,-0.2991990590,0.2536473834
4.5890000000,-0.2989452899,-0.2989452899,0.2538911512
4.5900000000,-0.2986912773,-0.2986912773,0.2541346242
4.5910000000,-0.2984370213,-0.2984370213,0.2543778021
4.5920000000,-0.2981825223,-0.2981825223,0.2546206847
4.5930000000,-0.2979277805,-0.2979277805,0.2548632720
4.5940000000,-0.2976727963,-0.2976727963,0.2551055637
4.5950000000,-0.2974175700,-0.2974175700,0.2553475596
4.5960000000,-0.2971621018,-0.2971621018,0.2555892597
4.5970000000,-0.2969063921,-0.2969063921,0.2558306637
4.5980000000,-0.2966504411,-0.2966504411,0.2560717716
4.5990000000,-0.2963942492,-0.2963942492,0.2563125831
4.6000000000,-0.2961378166,-0.2961378166,0.2565530980
4.6010000000,-0.2958811436,-0.2958811436,0.2567933163
4.6020000000,-0.2956242306,-0.2956242306,0.2570332378
4.6030000000,-0.2953670778,-0.2953670778,0.2572728622
4.6040000000,-0.2951096855,-0.2951096855,0.2575121895
4.6050000000,-0.2948520540,-0.2948520540,0.2577512195
4.6060000000,-0.2945941837,-0.2945941837,0.2579899521
4.6070000000,-0.2943360747,-0.2943360747,0.2582283870
4.6080000000,-0.2940777275,-0.2940777275,0.2584665241
4.6090000000,-0.2938191423,-0.2938191423,0.2587043633
4.6100000000,-0.2935603195,-0.2935603195,0.2589419044
4.6110000000,-0.2933012592,-0.2933012592,0.2591791473
4.6120000000,-0.2930419618,-0.2930419618,0.2594160918
4.6130000000,-0.2927824276,-0.2927824276,0.2596527377
4.6140000000,-0.2925226570,-0.2925226570,0.2598890849
4.6150000000,-0.2922626501,-0.2922626501,0.2601251332
4.6160000000,-0.2920024074,-0.2920024074,0.2603608825
4.6170000000,-0.2917419290,-0.2917419290,0.2605963326
4.6180000000,-0.2914812154,-0.2914812154,0.2608314834
4.6190000000,-0.2912202667,-0.2912202667,0.2610663347
4.6200000000,-0.2909590834,-0.2909590834,0.2613008864
4.6210000000,-0.2906976656,-0.2906976656,0.2615351383
4.6220000000,-0.2904360138,-0.2904360138,0.2617690903
4.6230000000,-0.2901741281,-0.2901741281,0.2620027421
4.6240000000,-0.2899120090,-0.2899120090,0.2622360937
4.6250000000,-0.2896496566,-0.2896496566,0.2624691449
4.6260000000,-0.2893870714,-0.2893870714,0.2627018956
4.6270000000,-0.2891242535,-0.2891242535,0.2629343456
4.6280000000,-0.2888612034,-0.2888612034,0.2631664947
4.6290000000,-0.2885979212,-0.2885979212,0.2633983428
4.6300000000,-0.2883344074,-0.2883344074,0.2636298897
4.6310000000,-0.2880706622,-0.2880706622,0.2638611354
4.6320000000,-0.2878066858,-0.2878066858,0.2640920796
4.6330000000,-0.2875424787,-0.2875424787,0.2643227222
4.6340000000,-0.2872780411,-0.2872780411,0.2645530630
4.6350000000,-0.2870133733,-0.2870133733,0.2647831020
4.6360000000,-0.2867484756,-0.2867484756,0.2650128388
4.6370000000,-0.2864833483,-0.2864833483,0.2652422735
4.6380000000,-0.2862179918,-0.2862179918,0.2654714059
4.6390000000,-0.2859524062,-0.2859524062,0.2657002357
4.6400000000,-0.2856865920,-0.2856865920,0.2659287630
4.6410000000,-0.2854205494,-0.2854205494,0.2661569874
4.6420000000,-0.2851542788,-0.2851542788,0.2663849089
4.6430000000,-0.2848877804,-0.2848877804,0.2666125273
4.6440000000,-0.2846210545,-0.2846210545,0.2668398424
4.6450000000,-0.2843541014,-0.2843541014,0.2670668542
4.6460000000,-0.2840869215,-0.2840869215,0.2672935625
4.6470000000,-0.2838195150,-0.2838195150,0.2675199671
4.6480000000,-0.2835518823,-0.2835518823,0.2677460679
4.6490000000,-0.2832840237,-0.2832840237,0.2679718648
4.6500000000,-0.2830159393,-0.2830159393,0.2681973575
4.6510000000,-0.2827476297,-0.2827476297,0.2684225460
4.6520000000,-0.2824790950,-0.2824790950,0.2686474301
4.6530000000,-0.2822103356,-0.2822103356,0.2688720096
4.6540000000,-0.2819413518,-0.2819413518,0.2690962845
4.6550000000,-0.2816721438,-0.2816721438,0.2693202546
4.6560000000,-0.2814027120,-0.2814027120,0.2695439197
4.6570000000,-0.2811330567,-0.2811330567,0.2697672797
4.6580000000,-0.2808631782,-0.2808631782,0.2699903344
4.6590000000,-0.2805930769,-0.2805930769,0.2702130837
4.6600000000,-0.2803227529,-0.2803227529,0.2704355276
4.6610000000,-0.2800522066,-0.2800522066,0.2706576657
4.6620000000,-0.2797814383,-0.2797814383,0.2708794980
4.6630000000,-0.2795104484,-0.2795104484,0.2711010244
4.6640000000,-0.2792392371,-0.2792392371,0.2713222446
4.6650000000,-0.2789678047,-0.2789678047,0.2715431586
4.6660000000,-0.2786961516,-0.2786961516,0.2717637663
4.6670000000,-0.2784242780,-0.2784242780,0.2719840674
4.6680000000,-0.2781521842,-0.2781521842,0.2722040618
4.6690000000,-0.2778798707,-0.2778798707,0.2724237495
4.6700000000,-0.2776073376,-0.2776073376,0.2726431302
4.6710000000,-0.2773345852,-0.2773345852,0.2728622038
4.6720000000,-0.2770616140,-0.2770616140,0.2730809702
4.6730000000,-0.2767884241,-0.2767884241,0.2732994293
4.6740000000,-0.2765150159,-0.2765150159,0.2735175809
4.6750000000,-0.2762413898,-0.2762413898,0.2737354248
4.6760000000,-0.2759675459,-0.2759675459,0.2739529610
4.6770000000,-0.2756934847,-0.2756934847,0.2741701893
4.6780000000,-0.2754192064,-0.2754192064,0.2743871095
4.6790000000,-0.2751447113,-0.2751447113,0.2746037215
4.6800000000,-0.2748699998,-0.2748699998,0.2748200253
4.6810000000,-0.2745950721,-0.2745950721,0.2750360206
4.6820000000,-0.2743199286,-0.2743199286,0.2752517073
4.6830000000,-0.2740445696,-0.2740445696,0.2754670852
4.6840000000,-0.2737689953,-0.2737689953,0.2756821543
4.6850000000,-0.2734932061,-0.2734932061,0.2758969145
4.6860000000,-0.2732172024,-0.2732172024,0.2761113655
4.6870000000,-0.2729409843,-0.2729409843,0.2763255072
4.6880000000,-0.2726645522,-0.2726645522,0.2765393396
4.6890000000,-0.2723879065,-0.2723879065,0.2767528624
4.6900000000,-0.2721110474,-0.2721110474,0.2769660755
4.6910000000,-0.2718339752,-0.2718339752,0.2771789789
4.6920000000,-0.2715566903,-0.2715566903,0.2773915723
4.6930000000,-0.2712791930,-0.2712791930,0.2776038557
4.6940000000,-0.2710014835,-0.2710014835,0.2778158289
4.6950000000,-0.2707235622,-0.2707235622,0.2780274918
4.6960000000,-0.2704454294,-0.2704454294,0.2782388442
4.6970000000,-0.2701670854,-0.2701670854,0.2784498860
4.6980000000,-0.2698885306,-0.2698885306,0.2786606171
4.6990000000,-0.2696097651,-0.2696097651,0.2788710373
4.7000000000,-0.2693307894,-0.2693307894,0.2790811466
4.7010000000,-0.2690516038,-0.2690516038,0.2792909448
4.7020000000,-0.2687722085,-0.2687722085,0.2795004317
4.7030000000,-0.2684926038,-0.2684926038,0.2797096072
4.7040000000,-0.2682127902,-0.2682127902,0.2799184713
4.7050000000,-0.2679327678,-0.2679327678,0.2801270237
4.7060000000,-0.2676525371,-0.2676525371,0.2803352644
4.7070000000,-0.2673720982,-0.2673720982,0.2805431932
4.7080000000,-0.2670914516,-0.2670914516,0.2807508099
4.7090000000,-0.2668105976,-0.2668105976,0.2809581146
4.7100000000,-0.2665295364,-0.2665295364,0.2811651069
4.7110000000,-0.2662482683,-0.2662482683,0.2813717869
4.7120000000,-0.2659667938,-0.2659667938,0.2815781543
4.7130000000,-0.2656851130,-0.2656851130,0.2817842091
4.7140000000,-0.2654032263,-0.2654032263,0.2819899511
4.7150000000,-0.2651211341,-0.2651211341,0.2821953803
4.7160000000,-0.2648388365,-0.2648388365,0.2824004963
4.7170000000,-0.2645563341,-0.2645563341,0.2826052993
4.7180000000,-0.2642736269,-0.2642736269,0.2828097889
4.7190000000,-0.2639907155,-0.2639907155,0.2830139652
4.7200000000,-0.2637076000,-0.2637076000,0.2832178279
4.7210000000,-0.2634242808,-0.2634242808,0.2834213769
4.7220000000,-0.2631407583,-0.2631407583,0.2836246122
4.7230000000,-0.2628570326,-0.2628570326,0.2838275336
4.7240000000,-0.2625731042,-0.2625731042,0.2840301409
4.7250000000,-0.2622889733,-0.2622889733,0.2842324342
4.7260000000,-0.2620046404,-0.2620046404,0.2844344131
4.7270000000,-0.2617201055,-0.2617201055,0.2846360776
4.7280000000,-0.2614353692,-0.2614353692,0.2848374276
4.7290000000,-0.2611504317,-0.2611504317,0.2850384630
4.7300000000,-0.2608652933,-0.2608652933,0.2852391836
4.7310000000,-0.2605799544,-0.2605799544,0.2854395894
4.7320000000,-0.2602944152,-0.2602944152,0.2856396801
4.7330000000,-0.2600086761,-0.2600086761,0.2858394557
4.7340000000,-0.2597227374,-0.2597227374,0.2860389161
4.7350000000,-0.2594365993,-0.2594365993,0.2862380611
4.7360000000,-0.2591502623,-0.2591502623,0.2864368906
4.7370000000,-0.2588637266,-0.2588637266,0.2866354045
4.7380000000,-0.2585769926,-0.2585769926,0.2868336027
4.7390000000,-0.2582900605,-0.2582900605,0.2870314850
4.7400000000,-0.2580029307,-0.2580029307,0.2872290514
4.7410000000,-0.2577156035,-0.2577156035,0.2874263017
4.7420000000,-0.2574280792,-0.2574280792,0.2876232358
4.7430000000,-0.2571403581,-0.2571403581,0.2878198536
4.7440000000,-0.2568524406,-0.2568524406,0.2880161549
4.7450000000,-0.2565643269,-0.2565643269,0.2882121397
4.7460000000,-0.2562760174,-0.2562760174,0.2884078078
4.7470000000,-0.2559875124,-0.2559875124,0.2886031591
4.7480000000,-0.2556988122,-0.2556988122,0.2887981935
4.7490000000,-0.2554099171,-0.2554099171,0.2889929109
4.7500000000,-0.2551208275,-0.2551208275,0.2891873112
4.7510000000,-0.2548315436,-0.2548315436,0.2893813942
4.7520000000,-0.2545420658,-0.2545420658,0.2895751598
4.7530000000,-0.2542523944,-0.2542523944,0.2897686080
4.7540000000,-0.2539625298,-0.2539625298,0.2899617386
4.7550000000,-0.2536724721,-0.2536724721,0.2901545514
4.7560000000,-0.2533822218,-0.2533822218,0.2903470464
4.7570000000,-0.2530917792,-0.2530917792,0.2905392235
4.7580000000,-0.2528011445,-0.2528011445,0.2907310825
4.7590000000,-0.2525103182,-0.2525103182,0.2909226234
4.7600000000,-0.2522193005,-0.2522193005,0.2911138459
4.7610000000,-0.2519280917,-0.2519280917,0.2913047501
4.7620000000,-0.2516366921,-0.2516366921,0.2914953358
4.7630000000,-0.2513451022,-0.2513451022,0.2916856029
4.7640000000,-0.2510533221,-0.2510533221,0.2918755512
4.7650000000,-0.2507613523,-0.2507613523,0.2920651807
4.7660000000,-0.2504691930,-0.2504691930,0.2922544912
4.7670000000,-0.2501768445,-0.2501768445,0.2924434826
4.7680000000,-0.2498843072,-0.2498843072,0.2926321549
4.7690000000,-0.2495915814,-0.2495915814,0.2928205079
4.7700000000,-0.2492986674,-0.2492986674,0.2930085415
4.7710000000,-0.2490055656,-0.2490055656,0.2931962556
4.7720000000,-0.2487122761,-0.2487122761,0.2933836501
4.7730000000,-0.2484187995,-0.2484187995,0.2935707249
4.7740000000,-0.2481251359,-0.2481251359,0.2937574798
4.7750000000,-0.2478312858,-0.2478312858,0.2939439148
4.7760000000,-0.2475372493,-0.2475372493,0.2941300297
4.7770000000,-0.2472430270,-0.2472430270,0.2943158245
4.7780000000,-0.2469486190,-0.2469486190,0.2945012990
4.7790000000,-0.2466540256,-0.2466540256,0.2946864531
4.7800000000,-0.2463592473,-0.2463592473,0.2948712868
4.7810000000,-0.2460642843,-0.2460642843,0.2950557999
4.7820000000,-0.2457691370,-0.2457691370,0.2952399922
4.7830000000,-0.2454738056,-0.2454738056,0.2954238638
4.7840000000,-0.2451782906,-0.2451782906,0.2956074144
4.7850000000,-0.2448825921,-0.2448825921,0.2957906441
4.7860000000,-0.2445867106,-0.2445867106,0.2959735526
4.7870000000,-0.2442906463,-0.2442906463,0.2961561399
4.7880000000,-0.2439943996,-0.2439943996,0.2963384059
4.7890000000,-0.2436979708,-0.2436979708,0.2965203504
4.7900000000,-0.2434013602,-0.2434013602,0.2967019734
4.7910000000,-0.2431045682,-0.2431045682,0.2968832748
4.7920000000,-0.2428075950,-0.2428075950,0.2970642544
4.7930000000,-0.2425104410,-0.2425104410,0.2972449122
4.7940000000,-0.2422131065,-0.2422131065,0.2974252480
4.7950000000,-0.2419155919,-0.2419155919,0.2976052617
4.7960000000,-0.2416178974,-0.2416178974,0.2977849533
4.7970000000,-0.2413200233,-0.2413200233,0.2979643227
4.7980000000,-0.2410219701,-0.2410219701,0.2981433697
4.7990000000,-0.2407237380,-0.2407237380,0.2983220942
4.8000000000,-0.2404253273,-0.2404253273,0.2985004961
4.8010000000,-0.2401267384,-0.2401267384,0.2986785754
